m_id,m_name,m_type,start_year,end_year,is_adult,runtimes,imdb_rating,final_rating,genres
7349078,Double Timing Wife,tvMiniSeries,2014-01-01,2015-01-01,True,38,5.6,5.8636363636363636,"Adult, Romance, Short"
